Rho,Theta
54.5596866943296,184.285038734241
75.5811381992645,220.310946551049
28.7518975343179,29.7369279672092
28.3069580315508,121.738201508356
71.250228754741,172.195444219776
63.6695991001874,18.2373484105247
5.5397961846862,286.551188832569
11.8837907599945,269.512062451324
49.3301571143154,74.8960998487854
0.660940107612684,100.442637968243
21.1761703842789,133.672937160054
40.7834993166909,74.7294267014185
19.5233332210809,18.2789054780906
2.35562197035551,271.945434941675
50.4600002469257,263.120126696326
31.0599659726586,66.5082341809574
59.8916332417965,199.33296896326
67.7957668238338,170.6214580619
17.387229026375,212.73514357973
7.17717942408435,255.078682477134
31.5951936999407,237.17685396563
33.9829297317702,187.701208728667
29.9490415229626,10.8926404093763
72.1993950850222,155.071710092613
43.2908932288092,97.2688050840825
49.1521452992629,4.11966814885736
38.8372164231267,152.591844627077
48.929227860041,108.579510596223
41.2615334116355,105.025767613853
57.6672645954817,269.610581530106
17.2872634136189,211.019918126892
25.3407458559793,173.511970868546
64.1046421807867,255.059826295802
64.8010220708702,123.822871515892
14.9539730509877,85.266035855715
2.65271623600572,237.420673859872
16.3220560890131,181.549151001123
79.1554813468393,26.6106316928384
76.5584062470887,239.203355645798
37.2435838136919,223.08111357025
10.7722603164345,239.242368063831
33.6470773755353,261.738545659665
25.5581307515167,207.347363061984
11.9097330749497,66.3776668373954
67.3534337875441,222.348806811903
18.1133612297174,230.337696369633
6.86079544024319,238.490746626224
47.3400130494311,246.201199416718
59.5934702358615,181.638757031054
78.6694289152712,149.589539981006
21.043815166859,183.907057065466
6.15310933921784,206.081334050683
55.8756763497021,269.471068936666
4.09067171129249,85.5735875208047
19.2011824241053,98.483865386917
46.2041788174156,17.5929154624075
53.2284929926369,142.03328226507
22.7438741635002,209.811006893166
37.1217481662363,195.172008060694
35.0461474747054,299.279690221627
44.5591415901758,80.5810295630076
44.9308824876767,52.7027447675625
47.68932513359,47.0002152708864
70.8469465806596,118.15898995794
47.6962885871772,180.192167707756
47.0663787887346,124.900579488149
34.4533266948003,57.6712125149643
57.4366886797126,80.3950245531854
42.9125826172799,82.2051694849065
9.13988444218077,96.3396681127685
50.029805564246,184.203547153707
54.721193725618,179.769572737661
11.0057948106185,164.613090050681
13.2114303382207,283.950221588868
14.4183737669196,260.339258528264
46.3107663882617,29.9262750385612
11.8031896088943,175.548790428511
22.3969974907521,34.4131183729515
28.7497537025094,278.962514111669
58.7255517282736,205.29886738148
44.8981810949233,56.9188867060733
27.7919487374842,94.0274049444228
72.9009883923192,230.868326136484
45.1695489877395,224.283313718667
62.0334790495601,274.575614175265
10.4851144376338,223.189681255595
3.5017309981972,137.1225591326
79.4510481861066,20.1604066994551
19.1952311456639,281.542095751889
71.0312992416374,15.5529565467301
12.4500789136115,131.969968494005
59.3283886167422,24.2227090320194
43.8530881672952,219.141959841687
59.2306830951288,138.017718501645
71.4928164091002,144.780432674296
71.3957973986693,82.9670580210811
71.3002518384036,135.626903476076
20.4753364690959,186.314647569093
55.3948946082491,165.41601848217
23.4731598407514,257.433697154633
42.9909225038413,254.60721633579
55.5875557326768,57.6382812714654
63.6962748249158,20.9760358169314
1.94029570547901,55.4071317930701
57.7663394516438,51.3041086417514
76.1661145845395,126.841478962465
42.801019456109,194.440520088563
8.45675752018951,112.361527291706
61.0301678678483,270.422846233929
79.5940335893489,84.0544010157701
47.3904534895759,280.957993070412
67.1498251574803,189.286567716709
18.6876058838494,253.09494138667
79.0473728126012,71.5593604992789
12.3603420176055,112.733484783861
25.3712532961506,290.928280587435
32.9081442409545,130.686323844213
60.8409008380182,234.605352268717
5.49974313051105,115.864714381387
49.5965441644628,27.8425125970799
79.1002139092837,74.7733600092381
44.7291505276319,26.4734006225294
5.38116240915805,214.250461840284
26.0460390299804,246.026767498115
14.9581525759161,164.141099123393
57.1128891681798,27.300348156721
17.0828094727758,89.5483376343134
40.6749683226291,56.4737431235847
29.3556767901808,20.2105508939746
53.3716248282544,233.956040341044
13.3770461181685,209.06361992561
8.80708999326639,87.2642224249393
4.98728582382016,267.245961237188
19.3445781993296,270.116587778871
49.4265760351133,119.053110791458
73.4527340901017,212.744351816309
29.2455905434873,112.710534461902
51.2862971492182,117.297115135642
45.3070504035428,64.4032022273356
35.4077883006375,212.627959490815
27.304059512737,144.938878354342
70.5804538503677,269.755425873298
55.5012284275461,130.609596758452
76.4649690373704,149.930890431379
75.5476313911971,219.313886157122
32.741899557982,31.3104567447636
67.3346765862748,143.080827513845
