Rho,Theta
50.6230504988801,245.597628804235
57.0174977884281,89.8514181063968
50.0179559778128,288.861103770665
0.202739106350392,72.1665196753004
23.5736135862585,224.816808049815
25.0707191920828,201.094109868299
65.5989221372042,247.275713340411
42.528108193624,54.1623274499625
72.3291884436395,237.082948854041
51.4268879677817,43.3783029226971
55.2592932931349,275.79761816519
79.3539509306479,48.3357408751753
61.9293371713091,218.909944452991
66.5775882212166,254.769672405852
57.6007936657008,147.638239993888
56.9465240910489,160.093538854324
50.6786603631996,238.643129432537
8.68794851898551,168.604451214441
75.6100593011219,37.161758271791
46.1552839633543,37.5336324324364
8.20261578894481,170.255853322577
38.1958762758918,71.5780547674182
31.966025234139,197.750955459417
25.4541138306309,45.155520732092
41.4047365822818,242.733268680308
11.9462487125829,201.541175174585
37.2930530916762,235.563291976513
67.0426699982088,234.195628698951
45.8494743824605,179.557414137065
71.3403872538053,225.163444917039
61.4838179177735,226.966382266914
22.6525291002888,237.361371441649
28.3797106531966,246.02829896781
24.8631816968344,101.132665545742
53.3356837262962,277.785006423668
12.7759743153434,138.434600408735
55.8882115905523,95.4904728816423
25.7076684913509,194.810111119518
25.468371449234,102.774911246285
32.5037941833537,285.419868035364
40.8638358949229,80.8815500184739
34.9887902746856,145.850569353751
68.6647502535131,200.912772051664
63.5243941159036,199.360272989877
74.8374781225666,235.169391963756
9.90777758694142,162.010769385917
65.4366456933722,2.02985170464128
62.3518334261004,140.463224003904
6.433157922782,216.117542938578
22.675081306468,177.851730526245
41.6211722190514,118.430873082636
75.0084894382428,169.484088221338
33.7374848766886,280.291019472845
58.6371774989467,259.586039193245
59.9017806030881,245.32840970338
7.81794952434972,179.941121791166
72.427300276912,56.1975396827143
25.4157414893366,227.594579750301
64.8762728713021,95.8911861708206
45.457239322301,290.151767755515
53.8952435711667,29.5830405835992
32.4375405553434,176.113079140174
35.0046721714079,156.363536667275
49.8424387282316,199.989156124645
9.75940016815886,166.625852788736
42.336529852983,48.3765298679057
12.7819347574491,73.4930375136161
48.5571856046375,124.071432574879
57.1882014135882,19.7518696083325
15.2246635031592,36.2503032968342
45.8670149769191,182.088327521405
54.7707874394581,278.061268818263
15.1586100416124,1.37634016226023
25.4372334483832,278.671416962117
56.4207405442022,40.2423295759621
21.8238374456894,124.092696010036
15.7256575314675,128.277333748418
17.372138948473,37.6087795723343
26.79845865709,196.99380138235
36.8183302458439,276.578971139851
34.1328318948876,273.283551925404
77.1461407090589,215.207734616602
49.0329609494634,209.711048686898
1.66980892133378,265.9372017417
11.6692875202429,131.966900245985
74.5338530884612,262.004612412637
25.8884026597083,15.6372895012331
26.6655648322642,85.8251609475032
77.5253715610858,194.530047886063
38.8946697484948,13.6037343291691
58.4043675675023,155.199473781415
4.53120252302289,80.7561624302256
11.8098046197347,3.51794899068475
40.2049002829958,22.6553230370393
7.68335582117438,237.095494262623
31.0744209080491,140.918752103457
33.5064877117425,293.650772693083
27.637643005297,171.544439817271
2.63917893356606,184.85415766989
67.8380228266273,104.425479410672
10.5343743109889,133.504564902067
24.5878082583338,191.382223722977
69.5340756443229,7.94099873663604
1.79812082089223,225.738594734946
14.8391740174308,269.000825666015
15.9569014634624,298.182082852535
45.9849489335522,52.2593697968268
78.3161707561191,83.2407249849141
76.6557129444271,78.86192364187
49.7503354276769,18.4641297701576
17.6575940567125,278.927585566256
60.1942376262292,283.549867121118
4.18412726696469,252.906337663117
2.09073366357684,100.034416950114
9.73228540705964,225.984529698851
16.4067609971832,96.8215287597829
75.0382210960064,127.624089523461
15.2952379478808,166.697034871518
68.1423133066624,95.295700949975
10.0165481400479,31.8821173263785
27.604239083574,138.46415620222
13.6090400364839,63.7870475091583
15.1254684204668,35.238499302704
13.3556892859194,238.047246343898
44.8189780917633,57.2667833948451
33.8841447230544,236.165384345294
37.820705504527,217.970007983473
34.3571274784412,231.004337619067
31.3874909979805,215.185181463933
41.7071429421645,113.854706193272
3.46025271484628,17.1804335707814
0.552826879790425,215.744278755268
36.9230381666176,37.6713945053735
31.0923054006729,163.532133825962
38.3676984641049,233.312353604592
14.1787511912167,275.460642374592
75.7401675768848,202.526734912141
7.89065100082867,77.8402784269705
62.9726426256422,186.768316740346
38.4482726084709,172.151867358472
79.5999216161564,285.253434824071
6.07215250011608,42.1856593547294
46.9386694373533,30.4677170163861
73.9717849698737,118.476635772044
10.3698566434775,43.5880390420842
16.1161888205826,151.609117532191
62.0041174399305,225.537002192566
21.3119769878235,19.4158460880351
45.1071026759848,34.7882277938876
12.3485667462546,46.5071536955047
42.2823838840324,263.246007847396
6.84794951019809,174.841153918159
55.8864855808593,114.782069803007
77.0884494264249,246.262169443036
12.6458783881769,157.342615616243
20.0822372306939,236.309234996906
8.11754545172341,220.101684436376
75.9834275685474,180.309615193168
59.7523305699512,290.234491915946
16.9211868526652,273.292874157812
41.0770455307335,180.061499779639
74.2504073371194,94.5052194380248
59.3661661766235,226.986439176368
