Phi,NSS,ChiSq,p_av,p_sd,p_sk,p_ku,H_av,H_sd,H_sk,H_ku,S,si_av,si_sd,si_sk,si_ku,av_DG,sd_DG,sk_DG,ku_DG
3.80e-01,6.7849e-01,29.2,1.63667820069204,1.12973526474902,1.89806122071032,4.4470449112633,0.169801824473105,0.278405332566378,1.52725018590996,2.74437936945826,85,49.0727272727273,12.2368364085353,2.55872294931126,8.5037797000609,-25.1909090909091,1.6378780870685,0.662170075451692,3.9288937899149
4.97e-01,6.3360e-01,23.7,1.52595155709343,0.915184031111814,1.94240752835181,4.84903233177249,0.144951242529097,0.23789947594062,1.57723687457233,2.96877178125387,87,41.8909090909091,13.2468489937971,1.64485944071646,3.32863558363885,-27.7818181818182,1.78723665921255,-0.0736754184167826,2.08649851101931
5.48e-01,6.6327e-01,23.3,1.32179930795848,0.663097127541022,2.21137968049416,6.23615339087412,0.0997168921044354,0.202080120239241,1.9848677246913,4.74206417532543,64,28.8181818181818,6.72604411385233,1.34873482089433,1.99752969129384,-26.5636363636364,1.5016795005307,-0.46927925853552,2.09970724782473
6.46e-01,6.2740e-01,26.6,1.56401384083045,0.975594475754815,1.84458748106147,4.43784282550489,0.153381566530355,0.259505588567581,1.60381138870885,3.03052271111651,84,44.3272727272727,9.23443072115448,1.52693555481996,2.8557262389857,-28.7363636363636,1.33230676734535,1.17846936207365,3.50046443073339
4.74e-01,6.0891e-01,14.8,1.65051903114187,1.14017910045997,1.86233277584491,4.27854692569926,0.165083359547027,0.274566868146099,1.58320626638851,2.95895063206625,86,47.7090909090909,9.41888379272334,2.60877580992588,8.56179135204033,-27.4727272727273,1.52975987960733,0.499066191921559,2.74561735821863
3.08e-01,7.8327e-01,9.9,1.17993079584775,0.458082352396998,2.90554030259689,11.5192294879597,0.0600817867253854,0.157176334322966,2.80710181894774,9.56753751307168,44,17.3636363636364,6.41125044210604,1.79236633941444,3.90945553306402,-27.6727272727273,1.30946964218403,0.669320689523633,2.14299275916608
5.22e-01,5.9473e-01,22.5,1.50519031141869,0.911749932580263,2.04327755667264,5.65709676470111,0.136395092796477,0.237838092654031,1.71217023602973,3.52990194475835,82,39.4181818181818,8.52523720617131,2.16509691039256,5.94066656487373,-29.8545454545455,1.41058571739398,-0.678005648150352,3.3564003559983
4.67e-01,6.4794e-01,18.6,1.73356401384083,1.20908388360681,1.64631317600899,3.29897496694567,0.190374331550802,0.298635213343739,1.40888861872412,2.28000921111474,89,55.0181818181818,14.9112415300317,2.09978203796307,5.44071252809206,-22.2818181818182,2.96887434493831,0.292982579923757,1.52951678112184
5.65e-01,6.8571e-01,19.8,1.33217993079585,0.701236492307652,2.43969560951335,7.98961515242318,0.10368040264234,0.209708616963417,1.97842116436921,4.70627702672353,64,29.9636363636364,9.2362204713314,2.3663515968525,6.74310726395824,-24.3363636363636,2.09816921376395,0.507429834573744,1.88962263579465
6.28e-01,6.3853e-01,27.6,1.68512110726644,1.15621686637086,1.71074359883486,3.62360992085452,0.177036804026423,0.285927810556218,1.48809660615536,2.58911130499821,86,51.1636363636364,10.8857933044757,2.01873234700241,5.07181906815909,-24.7545454545455,1.98052501595988,-0.0233078167105999,1.64888583926027
8.20e-01,6.2642e-01,19.5,1.86505190311419,1.41144239485154,1.64042856773511,3.33159399991736,0.20547341931425,0.319370555564172,1.37415216886473,2.13752908483591,90,59.3818181818182,7.83811412636045,2.03897801922082,5.90053327389215,-25.4181818181818,2.3119524145065,0.0442797461351979,2.61377625662344
3.56e-01,7.6667e-01,8.0,1.04152249134948,0.199495298344631,4.62967851455735,22.2034832948924,0.0174897766593268,0.0876260366698869,5.08232847684457,27.353386761461,12,5.05454545454545,2.29955080054725,1.53412547776254,2.60193381991409,-28.5454545454545,0.578970302839558,-0.643218688000135,1.89585885732157
6.32e-01,7.1683e-01,35.4,1.39792387543253,0.78312380051855,2.14579615959465,6.00868876256152,0.13111041207927,0.241545834680162,1.68797325621472,3.35917431309131,70,37.8909090909091,9.74525101551376,1.4651866875192,2.3992959885335,-30.3636363636364,1.77521969307406,0.874014235581378,4.09368329417098
5.36e-01,6.8442e-01,31.8,1.46020761245675,0.839740418663946,2.05240332906297,5.44225381848646,0.131424976407675,0.236208547216633,1.78130168182886,3.76123105832586,81,37.9818181818182,12.9523475009407,1.9161871099756,4.52242306651406,-26.2818181818182,1.50321968503858,0.259554195412771,1.87416933911958
7.41e-01,6.5865e-01,39.4,1.58131487889273,1.04953293343274,2.02849336830629,5.49501389789931,0.156338471217364,0.267831574163976,1.60855554997605,3.03380839467373,82,45.1818181818182,8.78861020989597,1.80905969400402,4.22385868910413,-27.3090909090909,1.53175748463498,0.186700794121082,1.66338480716135
3.81e-01,7.6042e-01,20.0,1.19723183391003,0.484206572731689,2.58201149165874,8.28037869035712,0.059452658068575,0.148215955467356,2.56261830519103,7.84936966739062,46,17.1818181818182,6.51457361778095,1.46615378166986,2.41422843889634,-26.9181818181818,1.05124876548913,-0.192878130591941,1.42943365154944
4.68e-01,6.1948e-01,21.2,1.8477508650519,1.38866025158538,1.63282129333109,3.29497414797682,0.205410506448569,0.320128245599991,1.38242332082226,2.17941092740696,89,59.3636363636364,15.0723873193377,2.27787085998557,6.55365902306957,-27.6181818181818,2.08711117524943,0.973870850315287,4.28470477437169
2.25e-01,7.2892e-01,22.2,1.46020761245675,0.876040928131856,2.05723693103758,5.32773611681363,0.129348851840201,0.233883060720845,1.7468882590546,3.68789094513934,75,37.3818181818182,10.5494349854576,2.32990964653538,6.76710092521647,-25.8181818181818,2.20940888096928,-0.384980702389571,1.88482044872998
3.93e-01,6.5070e-01,14.0,1.62975778546713,1.07726438595596,1.77640492519369,3.93631614890866,0.167033658383139,0.274134797284821,1.52528961885669,2.72146601215742,86,48.2727272727273,12.5704625581408,2.42808012673134,7.30013665070641,-25.0636363636364,1.35798830311783,0.497415633574128,2.38607824609714
5.41e-01,6.5551e-01,20.1,1.34948096885813,0.710042696082884,2.46951328906214,8.25291035893007,0.101981755268953,0.201060463469429,2.02760402665693,5.00719245941148,70,29.4727272727273,6.85394258260308,2.30603558295099,7.11226656023616,-28.2090909090909,1.15872543257626,0.101312984617253,2.11280802500377
7.41e-01,6.4980e-01,30.6,1.7439446366782,1.25482032945702,1.76426846667534,3.95003971818319,0.193016671909406,0.303472740037368,1.41428505280236,2.30227032315482,88,55.7818181818182,11.8455068721373,2.40140220844884,7.73959649320543,-27.1636363636364,2.75095775958869,0.812341952347997,2.80006007752889
7.27e-01,6.1301e-01,24.2,1.73702422145329,1.25062453717226,1.71193243686363,3.57477592580799,0.180748663101604,0.293309536399855,1.49040252405368,2.5847850646011,86,52.2363636363636,9.46949866459031,3.60770047704676,17.6566178606839,-25.9727272727273,1.59663903195026,-0.851357781657102,3.14703750780541
