Phi,NSS,ChiSq,p_av,p_sd,p_sk,p_ku,H_av,H_sd,H_sk,H_ku,S,si_av,si_sd,si_sk,si_ku,av_DG,sd_DG,sk_DG,ku_DG
2.90e-01,7.5368e-01,65.8,2.22491349480969,0.96725027237146,1.46950733232356,2.37573772811931,0.3207297892419,0.250793756959377,1.27852554578186,1.76670771664873,218,92.6909090909091,28.6590444091613,1.89442954313526,4.41879257647965,-0.837454545454545,3.42932000584363,-0.356286996227951,2.31038895190967
6.97e-01,7.1251e-01,63.3,2.83737024221453,1.15772776109198,1.55006167622469,2.74014965230343,0.464737338785782,0.249060553646676,1.3950261441284,2.13736866585812,257,134.309090909091,24.9369187622563,1.58675618375438,2.93180970944857,1.53327272727273,5.19074471957557,0.303330801969076,2.0201541705021
3.32e-01,7.9256e-01,34.1,1.39792387543253,0.603446715826451,1.91158038023502,5.58060368356173,0.143755898081158,0.217521485562306,1.51871309117829,2.79034165517859,100,41.5454545454545,13.6805345214794,1.70522870032431,3.56134920845574,-25.0727272727273,1.99275547425297,0.464286250814095,4.19078145057578
4.13e-01,7.2650e-01,61.1,2.06574394463668,1.00474801029583,1.69884551572474,3.6819786069992,0.303869141239383,0.264400867059518,1.22153368622285,1.5836341354269,192,87.8181818181818,22.6218646519375,2.22514512937523,6.55456218890893,-14.5545454545455,2.08167923315581,0.346131072681693,1.76804125398992
2.41e-01,7.8272e-01,38.8,2.06920415224914,0.971240274661541,1.64590437541514,3.38790129019671,0.272978924189997,0.24029670964014,1.33305633697832,1.95625976918808,197,78.8909090909091,22.6183133582846,2.02359446645116,5.23339569708548,-5.1481,2.54198231343536,0.777789898251698,2.56019785610093
4.33e-01,7.2979e-01,19.3,1.2076124567474,0.461467692395802,2.51884668206536,9.32881174093606,0.0722868826675055,0.162921195743725,2.26735779452933,6.18237901973355,54,20.8909090909091,6.13684173221707,1.50912290997943,2.52021130630772,-26.0090909090909,0.786770782669962,0.479114784257222,3.56243732298324
2.70e-01,8.3522e-01,56.9,2.47404844290657,0.899933414149302,1.59854990145084,3.04380085311863,0.393708713431897,0.209351009425018,1.48685340271212,2.42869810865497,254,113.781818181818,67.3219377750308,1.24288909484866,1.64194716024817,-2.74318181818182,3.35636455973591,1.23479935089909,3.98476400804802
1.10e-01,8.6953e-01,36.6,2.50519031141869,1.04275754750657,1.68551165055105,3.7185304359232,0.441648317080844,0.245699864068964,1.43925511903207,2.25330267683533,247,127.636363636364,52.55070750717,1.54022705493117,2.77899120265478,-5.17190909090909,6.70693245766912,-0.129366403904352,1.40368203487168
5.99e-01,7.7977e-01,58.1,1.69896193771626,0.764275192247869,1.52616705305085,2.90314663576473,0.217993079584775,0.242870178016965,1.33233693308052,2.02503114675278,153,63,15.3077520468315,1.63003708996012,3.084105130926,-14.6454545454545,1.53110989829634,0.0467156092613,2.10713203174603
2.16e-02,9.6204e-01,13.7,2.10034602076125,0.937658803893383,1.69440825609699,3.49861312613305,0.292104435357031,0.24837197808509,1.28250360668456,1.83180874203764,208,84.4181818181818,59.8779640478231,1.21893805376009,1.59293066907468,-17.6636363636364,2.78544030378511,1.41829226012794,4.70401764239144
3.37e-01,7.8340e-01,42.2,1.8719723183391,0.83243706866175,1.79634792907745,4.18991596217612,0.259515570934256,0.234279301219232,1.26984657799717,1.79412042323305,185,75,25.6932959066262,1.84697113128045,4.05335403058715,-12.1654545454545,2.76648567232988,0.587434978109795,1.74441259274592
5.45e-01,7.6781e-01,44.8,1.76124567474048,0.777107474001577,1.72167652272057,4.10016592662549,0.230386914123939,0.236993792132965,1.30412934652155,1.89572604946148,168,66.5818181818182,17.4966915408609,1.50002078026413,2.58902683389601,-21.4,2.77423208047983,0.667451543978202,2.36787388013979
3.18e-01,8.0370e-01,23.1,1.25259515570934,0.49411958554668,2.01736571017376,5.43369477851023,0.0893362692670652,0.178230849351153,1.9695058145809,4.71572014578404,65,25.8181818181818,8.86072213164451,1.73307736990782,3.65511959224377,-23.6363636363636,1.78084388947424,0.254455940313347,1.80526550547412
1.89e-01,7.7367e-01,65.7,2.85121107266436,1.14758973554275,1.42393066574574,2.25788047856033,0.470462409562755,0.246332045744122,1.45061559895626,2.30638435847586,255,135.963636363636,46.3319891990458,1.72382617496587,3.7606686727812,-20.5090909090909,4.27688385827696,0.0570154528082636,1.61507791779293
5.28e-01,7.3220e-01,82.7,2.59515570934256,1.11552929078172,1.68374985741088,3.43423789056519,0.443724441648318,0.265769769828104,1.33727874856213,1.91772780155139,245,128.236363636364,32.2625387246366,2.07381158687616,5.7867523326306,0.605818181818182,3.69257490397793,0.378446321982296,2.71919225726993
1.84e-01,8.6862e-01,38.2,1.47404844290657,0.644528108062286,1.51696502109269,2.93412969733448,0.160113243158226,0.220604015093161,1.39517747680049,2.28895262706101,113,46.2727272727273,21.4259439554052,1.36796633071599,2.12985425621728,-19.8,1.7832554500127,0.445058791935875,1.53507125366104
3.35e-01,7.5168e-01,58.0,2.22491349480969,0.998927838448246,1.70556291774755,3.5743183018724,0.349292230261088,0.254365920075735,1.33548519543633,1.89238218089115,220,100.945454545455,23.9631673288351,2.38869897234595,7.64726861975043,-5.15727272727273,4.33229120759882,-0.52526760731871,2.72131342760311
5.58e-01,7.2814e-01,65.4,2.22491349480969,0.977923481197483,1.46951066498921,2.41958182711362,0.360553633217993,0.262955248283891,1.25282551131645,1.63735374980129,215,104.2,23.2358656939107,1.7586135035363,3.85234199243535,-10.5545454545455,3.12682052755995,0.151757009423524,2.21125273813453
2.22e-01,7.8401e-01,118.2,2.57093425605536,0.996179288887562,1.59364332802029,3.1003165998335,0.465618118905316,0.243471928586683,1.49305303276798,2.4525326426511,249,134.563636363636,56.3736765251183,1.43262993875902,2.46175711920609,2.18490909090909,2.88205562543459,0.271691618757256,2.04333929460917
2.88e-02,9.5831e-01,50.3,2.60553633217993,0.986116674856905,1.53378883262432,2.70013208849777,0.488832966341617,0.242087709819219,1.53811739592278,2.64732189051485,253,141.272727272727,80.4863522130428,1.17711335283509,1.49971226617425,-2.18955454545455,1.83939643330169,0.250295226069054,1.62693467085622
1.96e-01,8.2295e-01,84.3,2.42906574394464,0.985703773926929,1.50210368238324,2.59368767339223,0.412582573136206,0.25433324119267,1.34975804176219,1.94459499886831,237,119.236363636364,43.2186675308309,1.97100226880565,4.51840011899162,2.31309090909091,3.21006699036712,0.261953507086021,2.55968359118558
1.42e-01,8.5208e-01,35.0,2.21453287197232,0.992530863679018,1.67339475087494,3.3338043638673,0.353570305127399,0.255257662434648,1.26263492237742,1.69901419320825,219,102.181818181818,42.1232351814146,1.8123980425279,3.72112441423538,-22.3545454545455,4.28514636142605,-0.252333206601893,2.13224191803505
4.25e-01,7.8431e-01,13.6,1.12110726643599,0.326251891109292,2.42098967735171,6.41714277902752,0.0410191884240327,0.123588669737559,3.21633761950511,11.7864899559261,35,11.8545454545455,5.2791810033485,1.65062138913671,3.05194022497725,-26.2,0.826823054611096,0.198787033350115,2.38104062924916
3.64e-01,7.2706e-01,47.8,2.14186851211073,0.954289878926918,1.52983326910813,2.78886214043272,0.328782636049072,0.256595365365335,1.26007230626506,1.6761624470381,205,95.0181818181818,25.0399614500799,1.76203907589862,3.95982537022994,-9.10727272727273,3.56176690296745,0.249354696856625,1.7829887078455
