Rho,Theta
68.9143659541175,184.967614323395
47.5741024295628,113.04746673571
76.0783922418993,53.8132120116699
49.9788916122373,138.709096356939
26.0660226536114,168.807131536869
30.1031600519188,25.2063705853584
58.1155044142902,123.630710312222
60.2348263263822,227.324822242677
77.4495300023131,62.2978334551564
65.3458210964914,188.189293464104
47.7598586957037,299.854136646154
46.3659530104935,4.17667507387131
33.6698211991496,65.8627195996255
74.4760584538493,73.6314895686582
69.8935961063672,124.593642995402
21.5511844234589,24.187335958755
52.3116490668148,286.34524251568
30.1635415405314,135.675620138273
6.19955252195187,165.170799624414
66.9027013030484,61.2791754618299
45.6844100800242,278.911166185461
79.4890524908029,208.342150314825
41.3910713610489,231.683841258132
35.4535318785794,230.689569431282
65.7046789064061,245.058226457658
42.378857786816,255.563384707669
50.4179154109508,138.075569568564
25.645097501611,201.892445008308
13.7424243781034,64.2879561466625
57.5003765376002,185.58776706807
15.6608655451607,224.578182858869
0.543450607322529,11.0001754266268
68.0470960365322,2.06687450430304
51.8304750385791,5.6015666323176
59.9208361822065,9.20647753645271
55.8167081514262,131.442740650463
70.024742558242,136.737815667137
42.9745660708617,207.202526961137
41.1773797574729,242.264557019053
21.7503578772612,264.627912710443
17.896337349027,11.8449702231869
78.7027032232955,109.483347199219
25.0143067248747,177.962158187647
29.3709200987048,3.1152395171985
23.6672208639007,280.239661627882
75.9417320206765,77.7706760106489
28.3704770880371,286.583899279
51.0210375464082,256.163056900303
16.4530778070267,84.1064399019879
51.3714187992346,229.11543896251
29.7602198807422,233.081166152512
33.3211728473898,14.1085257400349
55.1088282351762,250.360078777805
57.3210544489328,96.7282804513663
11.3537762450472,289.553457715242
57.6244157855608,110.151722554316
45.6302872437384,232.341417464277
42.4313661046576,68.5283935858506
28.8230556597535,39.2881559913841
4.58447170437984,179.6109702435
35.8338972369451,17.8686992421636
57.6827132669374,124.935067836435
7.15185299304537,4.01778095435172
36.1226166212048,151.647800745359
75.8563402660679,37.254436880466
45.4912461274572,146.181960396502
5.30910928055234,35.4358796573055
7.26290799923129,100.6747187369
66.5898402266141,145.609492134883
26.4447314189035,87.2882473252243
77.3180769774422,77.4892945607245
0.0924759748607874,224.914412507653
42.7977642133757,16.5138235444689
22.0631177250057,84.2054845350683
6.9650868613001,115.586835579028
42.6862020579729,252.229205863732
4.29604447710775,164.656135629956
16.7493181942441,78.4507211997494
3.53076716736741,214.853809280785
54.3450916875578,227.084509117173
30.438238693158,9.41083028665334
68.1585917926196,82.210437880359
11.3207627289481,222.124294751585
4.50284325436279,170.804673107637
78.3496806373667,211.129533218763
36.9584219613347,111.743246886607
45.910370433173,179.598944382083
18.6571434797354,279.173677274425
66.4278788489304,296.312447395504
19.5957926054697,82.068666954115
28.2193707598321,39.698005152142
42.4290354234993,128.445690150367
73.8401711152446,294.994850778534
13.759162406924,262.780660739495
3.71177713966928,163.914495742542
1.85166403678693,91.581613823939
10.4559122794878,39.6250867284843
1.04552015553713,152.896952017638
21.987653571374,255.152079026679
79.7008756381322,52.3655184934825
10.4610448441267,232.069912160315
16.7091829092197,98.8560457018006
12.0808113114506,286.205308375165
26.166624191143,201.714436470582
33.043860418503,181.989459889201
38.8260490267985,165.868256838132
34.3181640249249,251.632134829592
45.1301072542738,76.6433195022058
69.4404208348285,277.591885824957
47.2798433681156,48.4335019375774
66.9212233222265,160.192086152662
19.1220564180758,89.653555504736
77.6224046895199,271.733953121462
48.9107944043256,59.694176063571
5.38386582049839,76.2415000623277
27.2060974643998,14.794323527458
62.4489788094219,98.0847591455507
60.7491412307501,297.037315017977
29.4186532348145,212.232111350816
8.82289101878889,123.842833917775
58.4071198330935,97.1392510600585
36.2489597484682,142.288017120202
12.8851347898152,276.417975361942
64.702941658536,265.097222849797
37.5931476564892,213.853422262264
23.9102067465242,297.557322427202
34.7464677705798,43.0947682647988
55.6413244827397,164.076027831708
23.4222356075585,89.8850514859676
69.6626838170677,183.112049178705
9.41193037165254,176.398209739673
64.7820968132131,226.392852558842
46.0099095630333,9.03905538340539
67.1679939844515,279.891457527565
74.9912786798224,22.9888305464622
67.85802189066,209.033345581213
75.1904140820675,0.47403558776319
53.1909077393282,69.1380563393781
47.2147818732273,36.4732544105953
10.6305093816981,89.4576408906174
23.9535594462287,71.0777641661221
50.9538103163186,174.336112652465
33.4935103985921,89.8547302021113
20.0186289402328,16.5741559066209
22.639061959482,242.283566452131
52.66704992163,63.4922721081731
70.0871242214628,105.383627482167
