Rho,Theta
17.9913399435587,228.810264375879
22.8008810582399,7.95452784819216
33.734330192133,216.878986457949
34.5843407391764,52.9454917598876
35.8726444317095,54.738177098878
36.1924706752617,129.904589346748
23.2501762815941,22.9863859925318
72.2071978334058,138.464417791912
47.971287805469,162.185784764787
25.1168862356164,148.096279144939
50.0482809642132,220.631337974243
6.72256096854806,59.1043563376176
63.4235895249818,95.799854277572
38.3713955742598,7.72484308744848
18.4051888469499,18.4333872186282
24.2785516310181,259.286573478596
9.31359659890123,235.842354114248
52.3014678446662,129.153128914279
33.7052179757245,23.3354782404965
4.87355191723332,95.9667536703366
61.0731097113121,280.860432827867
60.7878451216131,241.819157854005
6.42943652519174,101.031476645537
23.5432677767348,256.753772666998
5.2047419240091,104.455507462611
60.449336830014,39.0745614764199
53.6635388111603,197.69898397882
62.022568477961,271.183502888711
28.4570545872781,116.021654785632
7.32417037301101,23.0034897674003
42.6433302830152,21.0071677145079
50.1066685549554,120.978518218693
45.9783390819293,43.1986019101381
4.65980134585015,87.4484916526896
55.685269058305,69.7490454120195
35.7656309367277,82.1599361915681
48.2881064673528,280.768634892849
34.1411905722376,177.951552454412
75.1979695046421,100.728932764112
68.9874147371978,292.017740677449
70.0032106106035,147.392039947771
13.3073590961061,214.081330588011
11.5741031983282,73.8021592756641
57.4246289622624,121.394896364805
34.5372082700852,247.742192303953
6.06519804256521,192.1092493731
55.8465747311085,241.071230733421
20.6478775951978,131.75808761854
36.5609175148334,204.044543548478
72.8842208609696,270.478555408637
17.4024967154611,17.7143041161037
22.6129268164448,172.955766221362
65.3253400088172,223.62081739109
64.5089523429222,60.8909479290041
0.867722494573891,297.795974091443
5.7946295863308,263.663102169507
5.93876802811921,68.946669357377
34.0019106046744,95.5050074196428
18.2787575846065,120.564866822067
48.5949363626633,16.1476822843376
75.7059157368358,208.074912450295
18.5512228075951,196.316086751351
67.711833600498,117.654255684689
57.4225371510114,292.86760947584
53.8847369458094,228.474995239741
57.0085751359675,149.688827064774
15.1949197389286,290.409558495149
49.0251461132381,159.422886027417
68.0154839278068,250.275662841044
53.9953706096917,231.284280011356
58.7916840867348,211.904918944867
45.0260921772961,42.8399048151076
14.2758735350002,175.925982718083
18.1970195803754,7.93307211492479
30.7514774913639,41.9763114637831
