Phi,NSS,ChiSq,p_av,p_sd,p_sk,p_ku,H_av,H_sd,H_sk,H_ku,S,si_av,si_sd,si_sk,si_ku,av_DG,sd_DG,sk_DG,ku_DG
3.72e-01,8.6352e-01,71.6,1.83044982698962,0.777477158450159,1.46590563777995,2.47990211949865,0.236489462094998,0.231885830809734,1.31990716350608,1.93755047830864,178,68.3454545454545,30.3711694520362,1.57981709402674,2.81998749292832,53.3545454545455,2.23743507223779,0.141752170708723,1.55681940940479
1.04e-01,8.7173e-01,29.1,2.00692041522491,0.884284472479495,1.59258565395455,3.03437938080651,0.285058194400755,0.244536684391688,1.26413098213458,1.70602931210381,197,82.3818181818182,39.3559471809839,1.40959047256432,2.2645976023417,37.8454545454545,2.26970708417059,-0.303980429533826,1.86707602239703
6.48e-02,9.3219e-01,34.5,1.98615916955017,0.914974684691874,1.56812058666628,2.84548480780571,0.267253853413023,0.242096162396593,1.27763085821234,1.78593364969644,190,77.2363636363636,40.3403536453438,1.2693935300442,1.76992658091454,42.8363636363636,2.603589385051,-0.301924376987533,1.79776492077401
6.73e-01,7.5657e-01,79.2,2.99653979238754,1.13910749345027,1.68561496572989,3.47753185436498,0.526580685750236,0.231759008576637,1.54727858230313,2.75867414138928,269,152.181818181818,36.0283176046494,1.29979989714436,1.80706013011182,28.1272727272727,3.45729555606452,0.106194895518035,1.99088836160355
5.08e-01,7.6361e-01,26.9,1.41522491349481,0.576869640934511,1.51153887514442,3.08533195320672,0.141868512110727,0.208228888402547,1.51246694281498,2.71903717112265,107,41,13.5579564027246,1.73962476172427,3.61572289386482,40.1818181818182,2.58802071855491,-0.482972396129193,2.0340331939766
1.49e-01,8.4279e-01,36.1,2.58823529411765,0.994796148546339,1.53657516875465,2.78147150295314,0.453916325888644,0.242117055509176,1.46650117685365,2.36832733980272,248,131.181818181818,46.5368244840347,1.99766373872897,4.71119708639005,40.8090909090909,6.84416865865385,-0.480625899926513,1.93304385945692
4.87e-01,7.3150e-01,49.5,1.70242214532872,0.767885481338696,1.59987898699249,3.2453305827934,0.216986473733879,0.236689471894013,1.27127955616562,1.7943427471601,155,62.7090909090909,19.4531350380836,1.50992958064721,2.56855373334799,28.9636363636364,2.66399315016616,1.03325990597401,3.49088014530924
3.95e-01,7.3903e-01,25.0,1.44290657439446,0.637110579825538,1.80550387888071,4.76890179185998,0.137842088707141,0.201337684129241,1.5127704283085,2.70334767667574,108,39.8363636363636,12.817266247121,1.58489244542345,3.03539163117966,38.9363636363636,1.51913415965873,-0.258268700993682,2.15855200190584
7.01e-01,7.5766e-01,83.8,2.57785467128028,1.05963738312871,1.61503476075369,3.11761885495471,0.462032085561498,0.255034805765617,1.40683400474394,2.1631881311904,249,133.527272727273,28.8298169801239,1.91938865727519,5.07116844370919,36.7272727272727,4.95270190889245,-0.280839889773217,2.35517080354052
4.37e-01,7.1979e-01,85.3,2.91003460207612,1.20503686235449,1.70301864098261,3.54272007617375,0.481535073922617,0.242627999559768,1.47625970562847,2.41464334139404,260,139.163636363636,31.4652845566571,1.93344316624539,4.75634190993965,36.6454545454545,3.84338005509919,0.632836500201362,2.91333165187851
4.59e-01,6.9264e-01,13.3,1.14878892733564,0.355880292286536,2.10545836413034,4.91272603254132,0.0468071720666876,0.125113808553773,2.89472823462573,9.92263795035414,43,13.5272727272727,6.09278125908639,1.32660807161559,1.92231638368123,28.8272727272727,0.97895204552512,0.180646928323936,1.8041746908291
